age,income,employment_type,marital_status,time_spent_on_platform,number_of_sessions,fields_filled_percentage,previous_year_filing,device_type,referral_source,completed_filing
39,40711,part_time,divorced,108.876758495904,6,0.7701949124033456,0,desktop,organic_search,1
20,94123,contractor,single,88.00220796332042,12,0.6726694237530577,1,desktop,organic_search,1
64,91743,unemployed,single,133.35232684408737,8,0.6083634291192841,0,mobile,organic_search,1
60,27367,full_time,single,123.95197117232368,7,0.7839423022185303,1,desktop,organic_search,1
62,61798,full_time,divorced,78.90654000001481,8,0.78255516695711,0,tablet,friend_referral,1
29,85034,contractor,married,119.86578430179026,1,0.4917395768300445,1,desktop,social_media_ad,1
65,69877,contractor,single,78.97701925493467,13,0.792287960264498,0,desktop,organic_search,1
21,78160,unemployed,married,92.628735899944,8,0.9433432176680446,0,desktop,friend_referral,1
44,95602,part_time,single,93.45514694076502,7,0.5968890257287041,0,desktop,social_media_ad,1
54,81861,unemployed,married,93.35996655331468,11,0.7770717050403166,1,desktop,social_media_ad,1
53,49545,contractor,divorced,111.65531061737084,9,0.5571767666891652,0,mobile,organic_search,0
50,90167,full_time,divorced,87.71290781428986,9,0.4154004896447796,1,desktop,friend_referral,1
43,36663,part_time,divorced,113.08232108932526,15,0.5797985027123889,0,desktop,organic_search,1
27,98975,part_time,divorced,104.63360365576304,9,0.7049444252124402,0,desktop,organic_search,1
46,91289,full_time,married,131.58271192519808,10,0.5263761502317768,0,mobile,friend_referral,1
29,80231,full_time,single,108.38962459875626,10,0.588341443160948,0,desktop,social_media_ad,1
27,40389,unemployed,married,95.85739992995585,11,0.9193526045486524,1,desktop,social_media_ad,0
62,109922,part_time,single,94.80827362321884,11,0.7338136064465168,1,desktop,friend_referral,1
19,43649,contractor,married,88.97735064260601,13,0.9532873266148124,0,desktop,organic_search,1
59,58724,unemployed,single,99.9016384986675,11,0.7087284610726121,0,desktop,social_media_ad,1
44,28433,contractor,divorced,121.40459549494062,10,0.616009323800039,1,mobile,friend_referral,1
34,107225,unemployed,single,117.78571698428328,9,0.4783745750858412,0,desktop,social_media_ad,1
25,65246,unemployed,married,115.28884241994034,9,0.8660300563653306,0,mobile,friend_referral,1
32,24150,part_time,married,105.86662408476452,8,0.6346148433040237,0,mobile,friend_referral,0
29,43290,part_time,divorced,109.86268141311274,4,0.994513374169224,0,mobile,organic_search,1
39,70713,full_time,single,136.29679835838903,8,0.7601499945193871,0,mobile,organic_search,1
43,115386,unemployed,single,111.1940955106796,10,0.9942264606314978,1,desktop,friend_referral,1
24,90204,unemployed,married,117.78132652342305,13,0.8155559866393527,0,tablet,social_media_ad,1
46,78971,contractor,single,128.30861710108297,12,0.5366496366518332,0,desktop,organic_search,1
48,32205,contractor,divorced,93.51558430152969,18,0.5952449016126177,0,tablet,social_media_ad,1
46,28314,contractor,divorced,90.89372912741584,16,0.4178145570510911,0,desktop,friend_referral,1
25,80289,part_time,married,111.70964614608364,5,0.640846642408829,0,tablet,organic_search,1
65,83723,unemployed,divorced,94.64181503268888,13,0.4424520876026974,0,desktop,social_media_ad,1
54,72021,unemployed,divorced,98.85618890318352,14,0.9803929771136138,0,mobile,organic_search,1
24,86900,part_time,single,104.38027046950327,6,0.891330454808221,1,mobile,friend_referral,1
56,24529,contractor,married,107.151017269737,10,0.9518463405914672,0,mobile,friend_referral,1
52,64387,contractor,single,116.5368705498569,8,0.940968366030884,0,desktop,organic_search,1
57,37358,part_time,married,121.49216347466472,12,0.9285678121830176,0,desktop,organic_search,1
56,82559,full_time,divorced,136.42333071584963,12,0.5792128637979739,1,tablet,friend_referral,1
39,70717,part_time,divorced,64.43303377646035,6,0.9601029790661858,0,desktop,organic_search,1
37,97028,part_time,divorced,102.03971377925512,8,0.9632202662136308,1,desktop,organic_search,1
53,58230,contractor,single,130.47203627383294,5,0.5683843120363906,0,tablet,friend_referral,1
37,52766,full_time,single,75.74411505862884,9,0.932246772686683,0,tablet,organic_search,1
21,20882,part_time,single,98.66468142408218,7,0.9697946114258432,1,desktop,organic_search,1
59,117170,part_time,single,53.79086522289673,11,0.9636151402182548,0,mobile,friend_referral,1
45,112282,full_time,single,87.99654648240563,5,0.8350625015285618,0,tablet,friend_referral,1
44,75823,contractor,divorced,122.53953974699596,9,0.5464633781777584,1,desktop,organic_search,1
37,46756,part_time,married,85.59560435633404,15,0.7212313782823738,1,mobile,organic_search,0
51,81692,unemployed,single,95.91225771747116,14,0.6602998991115835,0,desktop,social_media_ad,1
51,85641,contractor,divorced,129.3840136025384,11,0.4003134306018401,1,desktop,friend_referral,1
27,75991,contractor,married,84.70758763670014,12,0.9951794946121764,0,desktop,friend_referral,1
40,42092,part_time,married,114.5688806598924,6,0.4845968789921889,0,desktop,social_media_ad,1
41,94554,full_time,single,107.36894057792486,6,0.9763038333041252,0,desktop,friend_referral,1
43,61269,part_time,divorced,84.6261052906338,13,0.9416528024997513,0,desktop,organic_search,1
62,37459,part_time,divorced,88.07147015585105,8,0.9832312053633988,0,desktop,organic_search,1
27,107421,part_time,married,119.87381904185912,12,0.5070012468615873,0,mobile,friend_referral,1
47,59876,full_time,divorced,91.27820673755475,11,0.6599632311389787,1,tablet,friend_referral,1
19,104627,part_time,divorced,103.93491601798904,9,0.6273534736193764,0,desktop,friend_referral,0
63,23491,contractor,single,147.01973231469208,7,0.6391574024008123,0,mobile,organic_search,0
42,93705,unemployed,single,122.6809385506369,13,0.6013383085006799,0,desktop,friend_referral,0
64,100907,part_time,married,98.94712552487955,6,0.8816779930229923,1,mobile,social_media_ad,1
28,23969,contractor,single,64.09341830525865,11,0.7926846679790416,0,desktop,friend_referral,1
31,115965,contractor,single,88.54007617465902,12,0.4886444848324939,0,mobile,social_media_ad,1
31,105617,unemployed,divorced,143.58690798091328,12,0.4200875980864646,0,tablet,organic_search,1
40,116498,contractor,single,138.4768099073128,12,0.9726997238384398,1,tablet,organic_search,1
46,63827,full_time,divorced,74.80623598686627,8,0.5069518329931375,1,desktop,organic_search,0
41,97928,contractor,divorced,89.91177865712235,7,0.412005139102379,0,mobile,friend_referral,1
45,28989,part_time,single,107.29735999978564,20,0.5300718321463205,1,mobile,friend_referral,1
34,96382,part_time,single,104.95549403771702,11,0.9116419204744192,1,tablet,organic_search,1
62,25867,contractor,single,114.61758334864952,16,0.6541908066716762,1,desktop,friend_referral,1
24,38814,full_time,married,104.06643187856632,6,0.9449496168448716,1,mobile,social_media_ad,1
62,45008,full_time,single,100.60883118856296,10,0.9831694225529288,0,tablet,friend_referral,1
30,24686,contractor,divorced,80.1401129285654,16,0.6455415172554994,1,desktop,social_media_ad,1
33,99332,unemployed,married,105.09814059034127,12,0.8808209901044377,1,desktop,social_media_ad,1
60,80282,full_time,married,117.73511825925574,15,0.6640537334282975,1,mobile,friend_referral,1
37,110221,unemployed,married,98.63817014215874,6,0.7368494117402713,0,tablet,organic_search,1
22,72224,part_time,married,117.96567601100747,11,0.9015934470852482,0,desktop,friend_referral,1
64,70210,contractor,married,99.71001670969896,12,0.9005106078473945,1,mobile,organic_search,1
42,25622,full_time,single,108.73866248222024,12,0.7435086425392398,0,mobile,friend_referral,1
25,23681,unemployed,married,114.37243919925264,13,0.6376490459285346,1,mobile,social_media_ad,1
56,62316,full_time,divorced,81.16699290404807,11,0.7046271308269791,1,tablet,friend_referral,1
21,32126,part_time,married,85.51104643910121,7,0.6728886827792551,1,tablet,friend_referral,0
19,35830,full_time,divorced,113.46956305624316,11,0.4283137906395298,0,tablet,friend_referral,1
55,61574,full_time,divorced,109.3053521354429,10,0.6949656268414186,0,desktop,friend_referral,1
33,48511,unemployed,divorced,108.67636266740246,8,0.7577513071652083,0,mobile,organic_search,1
63,101395,unemployed,single,95.65834270167797,9,0.4855273114869033,1,tablet,organic_search,1
30,39881,full_time,divorced,83.08837603594628,7,0.6101218241677648,0,desktop,friend_referral,1
63,25573,part_time,married,117.82495608764492,7,0.7210771039828252,0,mobile,friend_referral,1
45,105501,contractor,divorced,109.58345956446178,11,0.9300103119512234,0,desktop,friend_referral,1
56,81192,contractor,divorced,107.92572621484628,10,0.6204471655511894,1,tablet,friend_referral,1
37,56113,part_time,single,65.10081561445823,11,0.9256526949509,1,tablet,friend_referral,1
43,61964,part_time,single,81.06351891970749,8,0.8277817369879676,0,mobile,friend_referral,1
21,66040,unemployed,married,102.117451870825,12,0.916658085870851,1,tablet,organic_search,1
46,48365,part_time,married,101.11264250972228,5,0.5249114954881725,0,desktop,social_media_ad,1
57,117434,part_time,married,127.46752783758666,8,0.9974662726425564,1,tablet,organic_search,0
35,43576,contractor,married,80.56172640539283,9,0.5370583015696978,0,mobile,social_media_ad,1
52,94797,part_time,married,92.68150374169733,11,0.928831237892692,0,mobile,friend_referral,1
54,25993,part_time,single,115.47652171931804,10,0.577650704141072,1,mobile,friend_referral,1
58,25586,part_time,divorced,102.11775735186144,13,0.835393334792184,0,tablet,social_media_ad,1
32,26869,unemployed,divorced,65.93315193230633,9,0.5982344503518581,0,mobile,friend_referral,1
56,105844,unemployed,married,96.93436641266216,15,0.997805011230022,0,mobile,organic_search,1
42,64825,contractor,single,86.18759293151143,12,0.5038244051415378,0,tablet,organic_search,1
25,34191,unemployed,single,98.605725254444,11,0.4816290949581477,1,tablet,organic_search,1
62,66157,part_time,divorced,99.13666892101502,8,0.5840260923971061,0,desktop,social_media_ad,0
45,115961,unemployed,divorced,132.83073629189005,7,0.5836338956407884,0,tablet,social_media_ad,0
22,103329,contractor,divorced,115.87753803147248,13,0.4591103950694644,1,desktop,friend_referral,0
58,90474,contractor,divorced,104.489964097064,8,0.9741498080084212,1,desktop,friend_referral,1
35,117057,full_time,divorced,74.71209997597852,15,0.9267041085540624,0,tablet,friend_referral,1
50,90246,full_time,divorced,77.81292693657906,8,0.5808536980378836,0,desktop,organic_search,1
53,89460,part_time,divorced,86.68769896954291,8,0.9116799536586372,0,mobile,organic_search,1
64,116907,unemployed,divorced,107.34430851604267,14,0.7375969546061751,0,mobile,friend_referral,1
52,34292,unemployed,divorced,122.63484178761055,6,0.8016674651375335,1,tablet,friend_referral,1
36,72198,contractor,single,79.03436869503057,3,0.8868946742246564,0,desktop,social_media_ad,1
43,103795,unemployed,divorced,107.3073387427053,6,0.8254935182813596,0,tablet,organic_search,1
61,63730,full_time,married,98.07819648005194,9,0.7560212815532048,1,tablet,organic_search,1
47,106597,unemployed,married,102.34444180471353,14,0.7889380691136273,1,desktop,organic_search,1
38,106246,full_time,married,106.44160758761964,16,0.6142656722197724,0,tablet,friend_referral,1
51,116502,part_time,single,54.63131133942688,15,0.9736992539665212,0,tablet,organic_search,1
26,25313,contractor,divorced,104.58909501607756,10,0.6063869152983085,0,desktop,social_media_ad,1
30,79222,part_time,single,81.06038110934041,13,0.9600298371878776,0,desktop,social_media_ad,1
52,28417,unemployed,married,113.15765015000714,12,0.5961230590637847,0,desktop,organic_search,1
42,73997,full_time,divorced,99.25215323400336,11,0.9358399381501692,0,desktop,friend_referral,1
51,72091,full_time,married,81.64401626999988,12,0.7265987299834324,0,mobile,friend_referral,1
25,45625,unemployed,married,106.5301619532595,18,0.9220691768926044,1,desktop,social_media_ad,1
58,101441,full_time,single,133.60171376485508,14,0.5786504616963749,0,mobile,organic_search,1
28,71588,part_time,married,90.98853076829374,9,0.6674349908751157,0,mobile,friend_referral,0
26,115432,full_time,single,82.9954739466151,15,0.6272405548721736,0,mobile,friend_referral,1
64,111128,unemployed,married,105.4731977029468,4,0.9140322819072848,0,tablet,social_media_ad,1
33,61111,full_time,single,59.328924243100175,13,0.6309316254021278,0,tablet,organic_search,1
49,23558,full_time,married,71.58765005970085,8,0.9625394704356558,0,mobile,friend_referral,1
29,21378,part_time,married,91.40689950740426,12,0.6679825526463858,0,desktop,social_media_ad,1
55,83745,contractor,single,115.35153023385872,12,0.9435725500070328,1,desktop,friend_referral,1
58,67952,part_time,married,109.81354209089469,11,0.5244358296033095,0,mobile,organic_search,1
47,26782,contractor,divorced,107.4936956786538,7,0.7286246058383193,0,tablet,social_media_ad,1
37,39751,full_time,married,61.93336001153551,5,0.5261641201758185,1,tablet,organic_search,1
23,90409,contractor,married,154.90316706016748,9,0.714868057659559,0,mobile,organic_search,1
64,96428,unemployed,married,128.50052809370388,18,0.9296658738526864,0,tablet,friend_referral,1
40,91762,unemployed,married,104.01393971304724,10,0.5817125209157537,1,mobile,friend_referral,1
64,95432,unemployed,single,87.03432581393889,8,0.8677618509673453,0,mobile,social_media_ad,1
62,118682,part_time,married,111.57356892100476,9,0.7912194662044243,0,tablet,social_media_ad,1
30,109876,part_time,married,106.95973815597245,6,0.6528977700656231,0,tablet,friend_referral,1
65,99436,contractor,divorced,99.0200859766862,6,0.4741671147775581,0,tablet,friend_referral,1
60,74195,full_time,divorced,80.2262056230615,4,0.4897882953273654,1,mobile,organic_search,1
58,28002,full_time,married,114.41517518546908,10,0.6329615430360452,1,mobile,organic_search,1
25,94681,full_time,divorced,96.94697997676047,5,0.8458835139446419,1,tablet,friend_referral,1
26,111038,part_time,divorced,133.4457249067685,12,0.6327524652349679,0,tablet,social_media_ad,1
61,21630,part_time,divorced,71.86826625255182,8,0.7418702735853459,0,tablet,friend_referral,0
23,42486,unemployed,divorced,105.8391054534572,11,0.9867079874470204,0,mobile,social_media_ad,0
18,65641,part_time,divorced,120.1366108582614,8,0.656580569431837,1,mobile,organic_search,1
33,116493,unemployed,single,138.7317265369307,6,0.5312653092942747,0,desktop,social_media_ad,1
43,107029,contractor,single,102.4526113396263,10,0.4654183087542723,1,tablet,organic_search,1
51,41252,part_time,married,77.80792838447275,14,0.4192584371601455,1,mobile,organic_search,1
46,88936,unemployed,divorced,105.32760401889222,12,0.4913320173704309,0,desktop,organic_search,1
54,109813,contractor,married,80.57486372221537,14,0.7686853922666657,0,desktop,friend_referral,1
19,56133,contractor,divorced,97.33240903201578,7,0.971635435264061,0,desktop,organic_search,1
38,60860,contractor,single,115.13369221177317,8,0.7768847935060017,0,tablet,friend_referral,1
26,102844,part_time,married,93.37065746703512,10,0.9983237984487148,0,desktop,social_media_ad,1
20,32720,unemployed,divorced,109.01846171515167,8,0.4511181602857691,0,tablet,social_media_ad,0
28,65283,part_time,married,107.44704928940118,13,0.9867051318738568,0,tablet,friend_referral,1
56,97806,part_time,divorced,159.32731590352034,8,0.6548213150120006,0,desktop,social_media_ad,1
63,119555,unemployed,divorced,85.14979135411114,10,0.4255756639205167,0,desktop,organic_search,0
28,42439,full_time,married,100.16048483718536,6,0.6382283799162367,0,tablet,friend_referral,0
37,109051,unemployed,married,131.81493567453128,8,0.4357792348829258,0,tablet,organic_search,1
31,22244,contractor,married,120.4560549992306,9,0.6832984412477696,1,tablet,friend_referral,1
26,88470,contractor,divorced,82.41014381140106,10,0.9877789770662856,0,desktop,friend_referral,1
34,107234,part_time,single,107.8776699195174,12,0.9465327727033666,0,desktop,organic_search,1
39,108177,full_time,married,87.6050454147815,13,0.818345750667848,0,desktop,friend_referral,1
20,98929,contractor,single,87.19223540565505,14,0.79295710396169,1,desktop,friend_referral,1
62,92603,part_time,single,74.78177728646368,10,0.7757101732472971,0,tablet,friend_referral,0
54,58563,part_time,divorced,103.43076125032856,12,0.9406720470151246,1,desktop,friend_referral,1
64,76747,unemployed,single,93.53716923734729,8,0.800965280184419,0,desktop,organic_search,1
31,31962,part_time,married,98.0017828605786,12,0.820751238460184,0,tablet,social_media_ad,1
65,91327,full_time,single,86.07513559118006,13,0.7954617660906886,1,mobile,social_media_ad,1
56,90247,contractor,single,96.5082402000558,6,0.6540966475394855,0,desktop,friend_referral,1
26,49437,part_time,married,138.96958820194686,11,0.7387793830930598,0,mobile,organic_search,1
20,33704,full_time,married,125.89409819224387,13,0.6525519036408891,1,tablet,friend_referral,1
58,35187,contractor,married,115.44604110138071,7,0.4323641730438741,0,mobile,organic_search,0
41,113065,contractor,divorced,92.86622693424547,5,0.5005272011220195,0,desktop,organic_search,1
26,100409,part_time,single,126.6680046866545,8,0.5566517911997886,1,tablet,friend_referral,1
41,92390,unemployed,divorced,73.00554179913121,7,0.6921833160264017,1,mobile,social_media_ad,1
55,49978,contractor,married,84.22094107775548,13,0.9622532922417942,0,tablet,friend_referral,1
63,118426,contractor,divorced,79.84877032562167,9,0.8399092768733067,0,tablet,social_media_ad,1
58,85054,part_time,divorced,55.81297029488038,11,0.915047793061488,0,desktop,friend_referral,1
61,58367,part_time,single,117.46759406206704,9,0.5619010002694603,1,mobile,organic_search,1
32,80892,unemployed,single,90.41717574341814,13,0.4859516544664168,0,tablet,organic_search,1
53,111244,unemployed,single,101.2795662056018,12,0.7016742725257115,0,desktop,social_media_ad,1
53,81868,contractor,single,94.23366260519695,12,0.6797059429123711,0,desktop,social_media_ad,1
39,21067,part_time,married,119.9111159327042,7,0.7308871243081669,0,tablet,organic_search,0
45,70227,full_time,married,105.27970309198896,17,0.5162286641952815,1,desktop,organic_search,1
30,104433,unemployed,divorced,61.12686544567556,10,0.9416594807459072,0,tablet,social_media_ad,1
25,25060,part_time,married,112.87618063906784,9,0.7454206162276813,0,desktop,friend_referral,1
21,93173,full_time,divorced,85.56543022263169,10,0.898076087901391,1,mobile,social_media_ad,1
22,29465,unemployed,divorced,79.66811076234518,12,0.5302138323487045,0,desktop,social_media_ad,1
64,36122,full_time,married,91.99477340371486,9,0.7249559678766955,1,desktop,friend_referral,1
45,103658,contractor,divorced,128.14190480829558,10,0.5308482159758507,0,tablet,social_media_ad,1
45,57265,full_time,married,83.40899610195764,11,0.9558792639854004,0,desktop,organic_search,1
45,95039,contractor,married,85.22939424829225,14,0.7569861918877041,0,mobile,friend_referral,1
25,46123,part_time,single,95.86713103102808,8,0.7066369261402725,1,desktop,organic_search,1
31,109335,full_time,married,83.74862865254254,11,0.6296322644592427,0,mobile,social_media_ad,1
50,85886,unemployed,divorced,74.19166774449204,4,0.7415075488287666,0,mobile,social_media_ad,1
55,75556,unemployed,divorced,101.88461294608368,8,0.9109555600458648,0,mobile,friend_referral,1
35,67234,full_time,single,61.57451203886772,7,0.4875789079221876,1,tablet,social_media_ad,1
30,110697,contractor,single,131.55396197385286,12,0.4699363688625105,1,mobile,social_media_ad,1
28,117783,unemployed,married,92.4468969981046,12,0.595471280001458,1,mobile,organic_search,1
39,66219,unemployed,married,98.71641919262004,9,0.6322642255510807,0,mobile,social_media_ad,1
58,35641,unemployed,divorced,66.69993529838325,6,0.8345772117601569,0,tablet,social_media_ad,1
20,102384,contractor,single,127.18661069843228,5,0.8341018831853053,0,tablet,friend_referral,1
26,49709,contractor,married,109.661117389916,11,0.9454270778508376,1,mobile,social_media_ad,1
40,61984,contractor,single,98.98093746455538,6,0.5197808644564099,1,tablet,organic_search,0
24,45553,contractor,single,113.3468685545074,2,0.5271107805398363,0,tablet,organic_search,1
55,76561,full_time,married,98.36907288261284,14,0.6471147570493816,1,desktop,organic_search,1
57,37509,part_time,single,94.09909893832936,13,0.5385411183840233,1,tablet,friend_referral,1
50,74970,part_time,married,132.4154816681789,14,0.9557694426039104,1,desktop,organic_search,0
49,86677,unemployed,divorced,111.91311551155748,13,0.8094973560253856,0,desktop,organic_search,1
21,31826,unemployed,single,115.82017419546438,10,0.4068034349406338,0,desktop,organic_search,1
23,93169,full_time,single,105.19756692964044,17,0.6776060743076917,0,tablet,social_media_ad,1
25,88274,contractor,married,85.66918488618545,11,0.8266576471998703,0,mobile,organic_search,1
61,36260,part_time,single,81.48609380111148,13,0.6539429774745078,0,tablet,friend_referral,1
45,100378,unemployed,single,93.66571337721082,9,0.8233995560847494,1,desktop,organic_search,1
26,84550,contractor,single,123.65910751510732,14,0.8918624146159908,1,desktop,organic_search,1
42,24567,full_time,single,78.1348801910961,6,0.7987209796568739,0,tablet,organic_search,1
65,45563,contractor,divorced,81.41260401481279,16,0.4674626467683835,1,tablet,organic_search,1
27,45032,full_time,single,78.53882161773448,10,0.8131204892176966,1,mobile,social_media_ad,1
44,73331,unemployed,married,106.21118567729394,12,0.8688757876631563,0,desktop,friend_referral,1
22,83456,unemployed,divorced,102.25767989801086,8,0.9590455589362809,0,desktop,organic_search,1
52,118865,unemployed,married,139.58354535418138,6,0.4992980822474122,0,tablet,organic_search,0
54,56445,full_time,single,69.91933269578486,13,0.6846324052557002,0,tablet,social_media_ad,1
46,108534,part_time,single,109.01858239090924,16,0.4518624615651765,0,mobile,friend_referral,1
38,20798,full_time,divorced,93.67721540720687,7,0.4568359528081763,1,desktop,friend_referral,1
42,106207,part_time,divorced,138.17195743381396,8,0.4431117240994584,1,mobile,organic_search,1
40,78047,part_time,married,99.0763735811484,6,0.8941946132686022,1,tablet,organic_search,1
39,75798,part_time,married,115.03727206467003,10,0.922538391472408,0,tablet,organic_search,1
40,103029,full_time,single,118.05220315870378,6,0.6377824636568925,0,mobile,social_media_ad,1
40,26794,full_time,married,137.56604787209906,6,0.5238561034691104,1,mobile,social_media_ad,1
23,106292,part_time,divorced,102.69618520244444,12,0.9766876144797338,1,tablet,friend_referral,1
59,94807,full_time,married,61.354345576332456,10,0.9174058797398328,0,tablet,social_media_ad,1
62,70311,unemployed,single,102.1118627630208,11,0.7440176879859045,0,mobile,social_media_ad,1
21,74205,contractor,single,72.3188697752033,13,0.47443086908388,1,desktop,organic_search,1
28,62012,unemployed,married,86.83908691005337,9,0.5041668975644265,1,desktop,friend_referral,1
31,94160,part_time,married,90.0196832976483,9,0.9653768381551894,0,mobile,social_media_ad,1
56,36459,contractor,single,124.93624921789188,13,0.9438940746761572,1,tablet,organic_search,1
53,33255,full_time,single,89.6163012724901,11,0.778484960986606,0,tablet,social_media_ad,1
45,98636,unemployed,divorced,113.19707954040562,7,0.8868154094516434,0,desktop,organic_search,1
47,46928,full_time,divorced,117.66125922407562,13,0.4338290594628323,0,desktop,social_media_ad,1
42,103981,unemployed,divorced,75.88545367538167,15,0.6084817848271494,1,tablet,social_media_ad,1
39,112172,part_time,single,97.52365813633187,13,0.4121876368730239,1,tablet,social_media_ad,1
32,59867,full_time,married,89.27628313119001,10,0.6882302948329425,0,mobile,social_media_ad,1
32,100428,full_time,divorced,94.82211059564692,7,0.8619782313704738,0,desktop,friend_referral,0
33,89206,full_time,married,100.43219391746476,16,0.5883018391915485,1,desktop,organic_search,1
59,35764,unemployed,divorced,85.49094466621816,5,0.7095602024572965,1,tablet,friend_referral,1
37,97239,full_time,married,71.01053928393031,11,0.6082648512174277,1,mobile,social_media_ad,1
54,66950,contractor,married,57.725912201187,13,0.4434880316946156,1,tablet,friend_referral,1
28,58445,unemployed,married,72.80209760093967,9,0.8376257489917263,1,tablet,friend_referral,1
65,36448,contractor,single,107.30740108868004,7,0.6450383964438339,1,mobile,organic_search,1
30,62782,contractor,married,124.4580911741486,8,0.9821837161873884,0,desktop,social_media_ad,1
30,61938,full_time,married,120.87437891084906,8,0.6088481969533479,1,desktop,social_media_ad,1
62,26589,unemployed,single,87.94131279207936,7,0.8306420762239697,1,desktop,social_media_ad,1
18,44354,unemployed,single,114.65698259344012,10,0.793660708714716,0,desktop,organic_search,1
32,54550,full_time,married,59.92840250256464,12,0.7092695810681722,0,mobile,friend_referral,1
29,93805,contractor,divorced,112.12100334531448,6,0.9935136601441416,0,tablet,organic_search,1
63,46469,unemployed,married,107.10255449207231,8,0.736309985567472,0,tablet,social_media_ad,1
54,119993,contractor,single,95.65112129240046,8,0.5209287319929667,1,desktop,organic_search,1
58,76799,unemployed,married,127.45926027846356,14,0.4666384289334915,1,tablet,social_media_ad,1
42,63965,full_time,divorced,100.23628634645188,9,0.8996259202029753,0,desktop,social_media_ad,1
19,20654,unemployed,divorced,99.58901329725408,12,0.7811180610604629,0,tablet,friend_referral,1
57,61777,full_time,divorced,142.05431381508356,9,0.7562763657526462,0,tablet,organic_search,1
51,91154,full_time,married,120.10349408736649,6,0.552689529976013,0,desktop,organic_search,1
26,43332,part_time,single,88.03296517808346,5,0.5329172010858528,1,mobile,organic_search,1
64,83927,full_time,married,109.18909437937378,10,0.9266015368201388,0,mobile,friend_referral,1
27,113794,contractor,single,90.45835178832964,9,0.6689355455427076,0,desktop,friend_referral,1
59,115046,unemployed,married,108.99404565791528,8,0.5199990880712662,0,tablet,friend_referral,1
61,109385,contractor,divorced,108.955682555999,12,0.563254210923275,0,tablet,social_media_ad,1
47,35357,unemployed,married,112.6080481171173,12,0.829896021381153,0,tablet,social_media_ad,1
27,116844,part_time,divorced,113.06756029040444,16,0.7645290850324387,0,desktop,organic_search,1
31,25972,unemployed,married,104.6133183986711,17,0.8700339117414237,0,desktop,friend_referral,1
20,41199,full_time,single,132.43153987072125,9,0.4820987248984469,1,desktop,organic_search,1
63,111456,contractor,married,104.60281302534352,9,0.6297820018193784,1,desktop,organic_search,1
51,112103,contractor,divorced,102.82839497143388,10,0.6640873647432479,1,tablet,friend_referral,1
25,76759,full_time,divorced,108.37158665872954,16,0.5174358707826049,0,mobile,friend_referral,1
19,59131,contractor,single,131.40759149166615,6,0.4976060745238029,0,desktop,friend_referral,0
40,70477,unemployed,single,105.42955167863154,8,0.5724657278768511,0,mobile,social_media_ad,1
30,54775,unemployed,married,119.27245271578632,3,0.9602122225310898,1,mobile,organic_search,1
60,115414,unemployed,divorced,114.48336576718052,9,0.6723607424500664,1,desktop,friend_referral,1
56,114342,full_time,divorced,86.85212655339905,10,0.934851005951576,0,desktop,organic_search,1
58,92255,full_time,divorced,93.32651738052128,10,0.4960042216968381,1,tablet,social_media_ad,1
35,37387,part_time,divorced,80.29880950641464,11,0.4000614235155081,1,tablet,organic_search,1
64,66694,contractor,divorced,111.42268710041824,5,0.9517754802373086,0,tablet,organic_search,1
18,91091,full_time,married,75.28724353025295,8,0.5022437954940729,1,mobile,friend_referral,1
18,66335,full_time,divorced,96.70681240580193,6,0.9369653380729838,1,mobile,social_media_ad,1
44,39053,contractor,divorced,122.70261487553222,13,0.4020500012103353,0,tablet,friend_referral,1
21,65896,contractor,single,109.45347234006888,8,0.5545248327009994,0,desktop,social_media_ad,0
52,99878,unemployed,married,106.77000972860498,13,0.5921911441418557,0,mobile,social_media_ad,0
24,21961,unemployed,single,118.61943771704895,14,0.5943787487295114,1,desktop,social_media_ad,1
50,37653,contractor,married,123.54862898777763,11,0.7282515353607752,0,mobile,friend_referral,1
62,61486,unemployed,single,76.42105258467907,11,0.9561188475562994,1,desktop,social_media_ad,1
58,63822,part_time,divorced,84.5155611569022,12,0.764044990933807,0,tablet,organic_search,1
31,79935,part_time,single,83.12380286090183,8,0.806840624481096,0,tablet,friend_referral,1
21,108646,unemployed,single,98.23710648616112,8,0.5640747416576348,0,desktop,social_media_ad,1
53,30635,part_time,single,133.43582779429235,13,0.4439084274600952,1,tablet,organic_search,1
53,57228,contractor,divorced,94.9016556126682,6,0.7187341827842834,0,desktop,friend_referral,1
47,60633,part_time,married,75.66000734410476,12,0.8399926412691512,1,tablet,social_media_ad,1
39,43474,full_time,divorced,77.9503446634242,7,0.628764879571735,0,tablet,social_media_ad,1
50,38667,contractor,single,79.33936298691606,13,0.5135746209914807,1,tablet,social_media_ad,0
54,36406,part_time,married,108.43892569967564,11,0.6395317247369979,0,desktop,friend_referral,0
40,35216,full_time,married,122.87872626763895,11,0.9090190881493208,1,tablet,friend_referral,1
31,45092,unemployed,married,111.14849210068355,12,0.4658480876259617,0,desktop,organic_search,1
19,107736,part_time,divorced,109.7098899067766,10,0.5569219851734653,1,tablet,friend_referral,0
47,23089,full_time,divorced,90.79628016350848,9,0.9057149073234378,1,tablet,organic_search,1
64,85552,unemployed,single,97.72632649621792,8,0.522907584544583,1,tablet,social_media_ad,1
50,23009,part_time,divorced,105.12761256052218,11,0.7626287917669383,0,tablet,social_media_ad,1
23,66223,part_time,married,109.70872073480976,9,0.4458416637857393,0,desktop,organic_search,1
